Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,9,Southern Tier,33-3021,Detectives and Criminal Investigators,230,82120,86320,51010,97670
10,9,Southern Tier,33-3051,Police and Sheriff's Patrol Officers,1120,73280,70070,47280,86280
10,9,Southern Tier,33-9011,Animal Control Workers,120,35520,35860,30220,38170
10,9,Southern Tier,33-9032,Security Guards,760,37890,32640,26540,43570
10,9,Southern Tier,33-9091,Crossing Guards,210,32530,30190,25360,36120
10,9,Southern Tier,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",170,27640,25640,24900,29010
10,9,Southern Tier,33-9093,Transportation Security Screeners,,41990,39770,36970,44510
10,9,Southern Tier,33-9098,"School Bus Monitors and Protective Service Workers, All Other",450,27790,26070,24590,29390
10,9,Southern Tier,35-0000,Food Preparation and Serving Related Occupations,24300,30130,26550,24830,32780
10,9,Southern Tier,35-1011,Chefs and Head Cooks,270,49850,50080,32450,58550
10,9,Southern Tier,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1450,38290,36240,28060,43400
10,9,Southern Tier,35-2011,"Cooks, Fast Food",320,28420,28160,25980,29640
10,9,Southern Tier,35-2012,"Cooks, Institution and Cafeteria",830,32950,30660,25490,36680
10,9,Southern Tier,35-2014,"Cooks, Restaurant",2020,29510,27670,25130,31700
10,9,Southern Tier,35-2015,"Cooks, Short Order",420,28480,25960,25100,30180
10,9,Southern Tier,35-2019,"Cooks, All Other",,56900,50060,35020,67840
10,9,Southern Tier,35-2021,Food Preparation Workers,2270,29590,26650,24880,31950
10,9,Southern Tier,35-3011,Bartenders,1790,28720,25730,24900,30620
10,9,Southern Tier,35-3023,Fast Food and Counter Workers,7860,27120,26050,24860,28240
10,9,Southern Tier,35-3031,Waiters and Waitresses,4240,34060,27350,24544,38880
10,9,Southern Tier,35-3041,"Food Servers, Nonrestaurant",420,27150,25460,24880,28280
10,9,Southern Tier,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,790,28340,25520,24790,30110
10,9,Southern Tier,35-9021,Dishwashers,930,27030,25550,24780,28150
10,9,Southern Tier,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",570,27940,25940,25030,29390
10,9,Southern Tier,35-9099,"Food Preparation and Serving Related Workers, All Other",,27550,24870,24544,29080
10,9,Southern Tier,37-0000,Building and Grounds Cleaning and Maintenance Occupations,8590,31460,27830,24940,34720
10,9,Southern Tier,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,300,44940,41960,32970,50930
10,9,Southern Tier,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",120,51750,49520,36190,59530
10,9,Southern Tier,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",5030,30770,28270,25010,33650
10,9,Southern Tier,37-2012,Maids and Housekeeping Cleaners,1290,26690,25250,24800,27640
10,9,Southern Tier,37-2021,Pest Control Workers,50,40390,38250,30380,45400
10,9,Southern Tier,37-3011,Landscaping and Groundskeeping Workers,1650,31950,28380,24860,35500
10,9,Southern Tier,37-3013,Tree Trimmers and Pruners,,43700,44150,36420,47330
10,9,Southern Tier,39-0000,Personal Care and Service Occupations,5680,32650,27980,24990,36480
10,9,Southern Tier,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",550,43520,41520,31280,49640
10,9,Southern Tier,39-2021,Nonfarm Animal Caretakers,500,27220,25460,24890,28390
10,9,Southern Tier,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",120,25170,24670,24544,25740
10,9,Southern Tier,39-3091,Amusement and Recreation Attendants,340,27370,25820,25020,28550
10,9,Southern Tier,39-4021,Funeral Attendants,50,31990,31700,29510,33230
10,9,Southern Tier,39-4031,"Morticians, Undertakers, and Funeral Directors",,67240,56830,40180,80760
10,9,Southern Tier,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",490,31160,26620,25130,34180
10,9,Southern Tier,39-5092,Manicurists and Pedicurists,130,26110,25680,24880,26730
10,9,Southern Tier,39-5094,Skincare Specialists,,47780,33490,30980,56180
10,9,Southern Tier,39-6011,Baggage Porters and Bellhops,,37140,26880,25230,43090
10,9,Southern Tier,39-6012,Concierges,,29140,29480,27600,29910
10,9,Southern Tier,39-7010,Tour and Travel Guides,,27120,26110,25450,27950
10,9,Southern Tier,39-9011,Childcare Workers,1890,28740,27280,24960,30630
10,9,Southern Tier,39-9031,Fitness Trainers and Aerobics Instructors,390,46700,37060,27220,56440
10,9,Southern Tier,39-9032,Recreation Workers,670,31420,27090,24990,34630
10,9,Southern Tier,39-9041,Residential Advisors,280,38100,37450,26920,43680
10,9,Southern Tier,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",,33380,26650,25090,37530
10,9,Southern Tier,41-0000,Sales and Related Occupations,22270,38560,27750,25150,45260
10,9,Southern Tier,41-1011,First-Line Supervisors of Retail Sales Workers,2170,45640,39070,28970,53970
10,9,Southern Tier,41-1012,First-Line Supervisors of Non-Retail Sales Workers,350,81560,76140,46710,98980
10,9,Southern Tier,41-2011,Cashiers,6410,26510,25520,25060,27230
10,9,Southern Tier,41-2021,Counter and Rental Clerks,830,36630,33670,27240,41320
10,9,Southern Tier,41-2022,Parts Salespersons,490,37540,35600,27300,42660
10,9,Southern Tier,41-2031,Retail Salespersons,8010,30850,26280,25090,33730
10,9,Southern Tier,41-3011,Advertising Sales Agents,200,48820,41960,29230,58610
10,9,Southern Tier,41-3021,Insurance Sales Agents,510,55350,40380,30450,67800
10,9,Southern Tier,41-3031,"Securities, Commodities, and Financial Services Sales Agents",330,82540,62110,41560,103030
10,9,Southern Tier,41-3041,Travel Agents,,36880,29440,25920,42350
10,9,Southern Tier,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",740,60920,50210,30760,76000
10,9,Southern Tier,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",270,112100,101400,51480,142410
10,10,Western New York,19-1099,"Life Scientists, All Other",,103660,117160,70390,120300
10,9,Southern Tier,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1600,64190,60130,38000,77290
10,9,Southern Tier,41-9022,Real Estate Sales Agents,,111950,93050,37770,149040
10,9,Southern Tier,41-9031,Sales Engineers,50,111850,88820,69970,132790
10,9,Southern Tier,41-9099,"Sales and Related Workers, All Other",70,36020,29180,25410,41320
10,9,Southern Tier,43-0000,Office and Administrative Support Occupations,34450,41380,37910,27630,48260
10,9,Southern Tier,43-1011,First-Line Supervisors of Office and Administrative Support Workers,2510,60770,57360,40930,70690
10,9,Southern Tier,43-2011,"Switchboard Operators, Including Answering Service",140,37110,35060,27400,41970
10,9,Southern Tier,43-2021,Telephone Operators,,37600,36280,28840,41970
10,9,Southern Tier,43-3011,Bill and Account Collectors,330,39170,33600,28090,44720
10,9,Southern Tier,43-3021,Billing and Posting Clerks,880,37280,36440,30500,40680
10,9,Southern Tier,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",3340,41620,40080,30540,47160
10,9,Southern Tier,43-3051,Payroll and Timekeeping Clerks,290,41490,38550,28430,48020
10,9,Southern Tier,43-3061,Procurement Clerks,110,40600,39120,30050,45870
10,9,Southern Tier,43-3071,Tellers,920,32070,31670,27130,34530
10,9,Southern Tier,43-3099,"Financial Clerks, All Other",60,40750,39730,33080,44590
10,9,Southern Tier,43-4011,Brokerage Clerks,,51650,45750,32620,61170
10,9,Southern Tier,43-4021,Correspondence Clerks,,40640,36320,28880,46520
10,9,Southern Tier,43-4031,"Court, Municipal, and License Clerks",300,41920,37430,27960,48900
10,9,Southern Tier,43-4041,"Credit Authorizers, Checkers, and Clerks",,44500,43700,30680,51410
10,9,Southern Tier,43-4051,Customer Service Representatives,3450,37440,34310,26310,43010
10,9,Southern Tier,43-4061,"Eligibility Interviewers, Government Programs",380,47040,46090,34310,53410
10,9,Southern Tier,43-4071,File Clerks,230,28750,24800,24544,30930
10,9,Southern Tier,43-4081,"Hotel, Motel, and Resort Desk Clerks",470,26740,25410,24800,27700
10,9,Southern Tier,43-4111,"Interviewers, Except Eligibility and Loan",370,34700,32960,27420,38340
10,9,Southern Tier,43-4121,"Library Assistants, Clerical",290,34090,30570,25070,38610
10,9,Southern Tier,43-4131,Loan Interviewers and Clerks,290,41540,40000,32310,46150
10,9,Southern Tier,43-4141,New Accounts Clerks,50,41340,38800,32750,45640
10,9,Southern Tier,43-4151,Order Clerks,,37760,36760,29730,41780
10,9,Southern Tier,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",310,47120,45210,32300,54530
10,9,Southern Tier,43-4171,Receptionists and Information Clerks,2430,31480,30210,26190,34130
10,9,Southern Tier,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,,36840,32400,28140,41190
10,9,Southern Tier,43-4199,"Information and Record Clerks, All Other",170,39920,41040,30990,44380
10,9,Southern Tier,43-5011,Cargo and Freight Agents,,43390,43170,31540,49320
10,9,Southern Tier,43-5021,Couriers and Messengers,80,34230,32340,25990,38360
10,9,Southern Tier,43-5031,"Police, Fire, and Ambulance Dispatchers",220,48920,47750,36020,55360
10,9,Southern Tier,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",200,40200,37720,28570,46020
10,9,Southern Tier,43-5041,"Meter Readers, Utilities",,48710,47500,32770,56680
10,9,Southern Tier,43-5051,Postal Service Clerks,260,49550,47440,38400,55130
10,9,Southern Tier,43-5052,Postal Service Mail Carriers,750,52800,51470,38250,60080
10,9,Southern Tier,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,54890,61610,39830,62420
10,9,Southern Tier,43-5061,"Production, Planning, and Expediting Clerks",1120,48570,46270,33990,55860
10,9,Southern Tier,43-5071,"Shipping, Receiving, and Traffic Clerks",990,38170,37250,28320,43090
10,9,Southern Tier,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",70,37070,34430,26270,42470
10,9,Southern Tier,43-6011,Executive Secretaries and Executive Administrative Assistants,1230,64290,64700,45620,73630
10,9,Southern Tier,43-6012,Legal Secretaries,290,40390,38450,28540,46310
10,9,Southern Tier,43-6013,Medical Secretaries,180,36060,35460,28210,39980
10,10,Western New York,19-2012,Physicists,,197300,185570,94340,248770
10,9,Southern Tier,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",5260,43120,42270,30330,49520
10,9,Southern Tier,43-9021,Data Entry Keyers,150,32960,31630,25970,36460
10,9,Southern Tier,43-9022,Word Processors and Typists,550,36310,34780,27420,40760
10,9,Southern Tier,43-9031,Desktop Publishers,,27380,25350,24780,28680
10,9,Southern Tier,43-9041,Insurance Claims and Policy Processing Clerks,220,41570,40380,30950,46890
10,9,Southern Tier,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",120,34870,34620,25730,39440
10,9,Southern Tier,43-9061,"Office Clerks, General",4900,34250,32180,25790,38470
10,9,Southern Tier,43-9071,"Office Machine Operators, Except Computer",70,33520,32010,26870,36840
10,9,Southern Tier,43-9199,"Office and Administrative Support Workers, All Other",90,39980,38510,29680,45130
10,9,Southern Tier,45-0000,"Farming, Fishing, and Forestry Occupations",480,41660,35950,27660,48660
10,9,Southern Tier,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50,76410,80880,49980,89620
10,9,Southern Tier,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",130,32450,30020,26700,35330
10,9,Southern Tier,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",60,38930,39550,29570,43610
10,9,Southern Tier,45-4022,Logging Equipment Operators,100,33000,31350,27750,35620
10,9,Southern Tier,45-4023,Log Graders and Scalers,,38900,36660,29650,43520
10,9,Southern Tier,45-4029,"Logging Workers, All Other",,30270,27910,25160,32830
10,9,Southern Tier,47-0000,Construction and Extraction Occupations,9490,53610,48470,33500,63660
10,9,Southern Tier,47-1011,Supervisors of Construction and Extraction Workers,780,70000,65840,50550,79720
10,9,Southern Tier,47-2021,Brickmasons and Blockmasons,70,66720,69090,46110,77030
10,9,Southern Tier,47-2031,Carpenters,1190,54640,54170,38040,62940
10,9,Southern Tier,47-2044,Tile and Marble Setters,80,45100,43680,30310,52500
10,9,Southern Tier,47-2051,Cement Masons and Concrete Finishers,60,54320,57370,41570,60700
10,9,Southern Tier,47-2061,Construction Laborers,1900,45940,39520,28570,54630
10,9,Southern Tier,47-2073,Operating Engineers and Other Construction Equipment Operators,620,66920,49580,39110,80830
10,9,Southern Tier,47-2081,Drywall and Ceiling Tile Installers,,41090,40210,32330,45470
10,9,Southern Tier,47-2111,Electricians,1050,66530,61580,40380,79610
10,9,Southern Tier,47-2121,Glaziers,70,73000,62390,48110,85440
10,9,Southern Tier,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",,39030,38290,35340,40880
10,9,Southern Tier,47-2141,"Painters, Construction and Maintenance",210,45670,43590,34770,51110
10,9,Southern Tier,47-2151,Pipelayers,,62710,61460,41010,73570
10,9,Southern Tier,47-2152,"Plumbers, Pipefitters, and Steamfitters",430,57850,52610,36820,68370
10,9,Southern Tier,47-2181,Roofers,300,45420,38970,29650,53300
10,9,Southern Tier,47-2211,Sheet Metal Workers,120,62890,59600,39290,74690
10,9,Southern Tier,47-3012,Helpers--Carpenters,,35360,35550,29850,38120
10,9,Southern Tier,47-3013,Helpers--Electricians,,31900,30500,26940,34380
10,9,Southern Tier,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,49260,55220,31720,58020
10,9,Southern Tier,47-4011,Construction and Building Inspectors,260,56700,54740,42820,63640
10,9,Southern Tier,47-4041,Hazardous Materials Removal Workers,60,39730,37510,31320,43940
10,9,Southern Tier,47-4051,Highway Maintenance Workers,1450,42780,42400,34860,46740
10,9,Southern Tier,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,60,37790,35450,27330,43010
10,9,Southern Tier,47-4090,Miscellaneous Construction and Related Workers,,37830,37630,30570,41460
10,9,Southern Tier,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",160,45890,44040,35470,51090
10,9,Southern Tier,47-5051,"Rock Splitters, Quarry",,34400,33140,26450,38380
10,9,Southern Tier,47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",,41380,39590,33890,45130
10,9,Southern Tier,49-0000,"Installation, Maintenance, and Repair Occupations",10550,48200,44550,30420,57080
10,9,Southern Tier,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",960,68610,64050,46980,79420
10,9,Southern Tier,49-2011,"Computer, Automated Teller, and Office Machine Repairers",110,40550,37760,28300,46680
10,9,Southern Tier,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",350,62570,58710,40090,73800
10,9,Southern Tier,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",70,49190,49670,34920,56320
10,9,Southern Tier,49-2098,Security and Fire Alarm Systems Installers,,43420,39680,34980,47640
10,9,Southern Tier,49-3011,Aircraft Mechanics and Service Technicians,60,66270,64590,50880,73960
10,9,Southern Tier,49-3021,Automotive Body and Related Repairers,260,43020,39210,30960,49060
10,9,Southern Tier,49-3023,Automotive Service Technicians and Mechanics,1560,39120,35420,26260,45550
10,9,Southern Tier,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,480,46050,45860,34000,52080
10,9,Southern Tier,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",120,48710,48740,37520,54310
10,9,Southern Tier,49-3051,Motorboat Mechanics and Service Technicians,,34400,34000,29780,36710
10,9,Southern Tier,49-3052,Motorcycle Mechanics,,38940,37550,29850,43480
